time,replicate,stress,dose,units,strain,OD_value
16.66666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.967
16.66666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.826
16.66666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.983
17,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.971
17,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.838
17,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.987
17.33333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.974
17.33333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.844
17.33333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.99
17.66666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.976
17.66666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.85
17.66666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.994
18,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.981
18,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.855
18,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.995
18.33333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.984
18.33333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.861
18.33333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.999
18.66666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.985
18.66666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.867
18.66666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,1
19,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.986
19,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.874
19,rep3,AMP,0,ug/mL,VIPdeltaRecA,1.003
19.33333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.989
19.33333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.88
19.33333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,1.005
19.66666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.991
19.66666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.884
19.66666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,1.006
20,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.991
20,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.89
20,rep3,AMP,0,ug/mL,VIPdeltaRecA,1.009
0,rep1,Cd,0,mM,VIPdeltaRecA,0.084
0,rep2,Cd,0,mM,VIPdeltaRecA,0.084
0,rep3,Cd,0,mM,VIPdeltaRecA,0.084
0.3333333333,rep1,Cd,0,mM,VIPdeltaRecA,0.09
0.3333333333,rep2,Cd,0,mM,VIPdeltaRecA,0.088
0.3333333333,rep3,Cd,0,mM,VIPdeltaRecA,0.088
0.6666666667,rep1,Cd,0,mM,VIPdeltaRecA,0.101
0.6666666667,rep2,Cd,0,mM,VIPdeltaRecA,0.095
0.6666666667,rep3,Cd,0,mM,VIPdeltaRecA,0.097
1,rep1,Cd,0,mM,VIPdeltaRecA,0.107
1,rep2,Cd,0,mM,VIPdeltaRecA,0.101
1,rep3,Cd,0,mM,VIPdeltaRecA,0.105
1.333333333,rep1,Cd,0,mM,VIPdeltaRecA,0.116
1.333333333,rep2,Cd,0,mM,VIPdeltaRecA,0.109
1.333333333,rep3,Cd,0,mM,VIPdeltaRecA,0.112
1.666666667,rep1,Cd,0,mM,VIPdeltaRecA,0.127
1.666666667,rep2,Cd,0,mM,VIPdeltaRecA,0.118
1.666666667,rep3,Cd,0,mM,VIPdeltaRecA,0.12
2,rep1,Cd,0,mM,VIPdeltaRecA,0.159
2,rep2,Cd,0,mM,VIPdeltaRecA,0.143
2,rep3,Cd,0,mM,VIPdeltaRecA,0.148
2.333333333,rep1,Cd,0,mM,VIPdeltaRecA,0.21
2.333333333,rep2,Cd,0,mM,VIPdeltaRecA,0.197
2.333333333,rep3,Cd,0,mM,VIPdeltaRecA,0.2
2.666666667,rep1,Cd,0,mM,VIPdeltaRecA,0.255
2.666666667,rep2,Cd,0,mM,VIPdeltaRecA,0.227
2.666666667,rep3,Cd,0,mM,VIPdeltaRecA,0.241
3,rep1,Cd,0,mM,VIPdeltaRecA,0.345
3,rep2,Cd,0,mM,VIPdeltaRecA,0.308
3,rep3,Cd,0,mM,VIPdeltaRecA,0.326
3.333333333,rep1,Cd,0,mM,VIPdeltaRecA,0.398
3.333333333,rep2,Cd,0,mM,VIPdeltaRecA,0.378
3.333333333,rep3,Cd,0,mM,VIPdeltaRecA,0.384
3.666666667,rep1,Cd,0,mM,VIPdeltaRecA,0.471
3.666666667,rep2,Cd,0,mM,VIPdeltaRecA,0.461
3.666666667,rep3,Cd,0,mM,VIPdeltaRecA,0.462
4,rep1,Cd,0,mM,VIPdeltaRecA,0.589
4,rep2,Cd,0,mM,VIPdeltaRecA,0.563
4,rep3,Cd,0,mM,VIPdeltaRecA,0.543
4.333333333,rep1,Cd,0,mM,VIPdeltaRecA,0.702
4.333333333,rep2,Cd,0,mM,VIPdeltaRecA,0.602
4.333333333,rep3,Cd,0,mM,VIPdeltaRecA,0.618
4.666666667,rep1,Cd,0,mM,VIPdeltaRecA,0.731
4.666666667,rep2,Cd,0,mM,VIPdeltaRecA,0.783
4.666666667,rep3,Cd,0,mM,VIPdeltaRecA,0.701
5,rep1,Cd,0,mM,VIPdeltaRecA,0.723
5,rep2,Cd,0,mM,VIPdeltaRecA,0.729
5,rep3,Cd,0,mM,VIPdeltaRecA,0.637
5.333333333,rep1,Cd,0,mM,VIPdeltaRecA,0.715
5.333333333,rep2,Cd,0,mM,VIPdeltaRecA,0.695
5.333333333,rep3,Cd,0,mM,VIPdeltaRecA,0.684
5.666666667,rep1,Cd,0,mM,VIPdeltaRecA,0.695
5.666666667,rep2,Cd,0,mM,VIPdeltaRecA,0.691
5.666666667,rep3,Cd,0,mM,VIPdeltaRecA,0.711
6,rep1,Cd,0,mM,VIPdeltaRecA,0.687
6,rep2,Cd,0,mM,VIPdeltaRecA,0.692
6,rep3,Cd,0,mM,VIPdeltaRecA,0.707
6.333333333,rep1,Cd,0,mM,VIPdeltaRecA,0.686
6.333333333,rep2,Cd,0,mM,VIPdeltaRecA,0.705
6.333333333,rep3,Cd,0,mM,VIPdeltaRecA,0.708
6.666666667,rep1,Cd,0,mM,VIPdeltaRecA,0.689
6.666666667,rep2,Cd,0,mM,VIPdeltaRecA,0.728
6.666666667,rep3,Cd,0,mM,VIPdeltaRecA,0.726
7,rep1,Cd,0,mM,VIPdeltaRecA,0.729
7,rep2,Cd,0,mM,VIPdeltaRecA,0.753
7,rep3,Cd,0,mM,VIPdeltaRecA,0.742
7.333333333,rep1,Cd,0,mM,VIPdeltaRecA,0.759
7.333333333,rep2,Cd,0,mM,VIPdeltaRecA,0.774
7.333333333,rep3,Cd,0,mM,VIPdeltaRecA,0.767
7.666666667,rep1,Cd,0,mM,VIPdeltaRecA,0.78
7.666666667,rep2,Cd,0,mM,VIPdeltaRecA,0.799
7.666666667,rep3,Cd,0,mM,VIPdeltaRecA,0.787
8,rep1,Cd,0,mM,VIPdeltaRecA,0.801
8,rep2,Cd,0,mM,VIPdeltaRecA,0.817
8,rep3,Cd,0,mM,VIPdeltaRecA,0.805
8.333333333,rep1,Cd,0,mM,VIPdeltaRecA,0.817
8.333333333,rep2,Cd,0,mM,VIPdeltaRecA,0.828
8.333333333,rep3,Cd,0,mM,VIPdeltaRecA,0.821
8.666666667,rep1,Cd,0,mM,VIPdeltaRecA,0.834
8.666666667,rep2,Cd,0,mM,VIPdeltaRecA,0.837
8.666666667,rep3,Cd,0,mM,VIPdeltaRecA,0.83
9,rep1,Cd,0,mM,VIPdeltaRecA,0.848
9,rep2,Cd,0,mM,VIPdeltaRecA,0.844
9,rep3,Cd,0,mM,VIPdeltaRecA,0.846
9.333333333,rep1,Cd,0,mM,VIPdeltaRecA,0.863
9.333333333,rep2,Cd,0,mM,VIPdeltaRecA,0.85
9.333333333,rep3,Cd,0,mM,VIPdeltaRecA,0.854
9.666666667,rep1,Cd,0,mM,VIPdeltaRecA,0.876
9.666666667,rep2,Cd,0,mM,VIPdeltaRecA,0.854
9.666666667,rep3,Cd,0,mM,VIPdeltaRecA,0.867
10,rep1,Cd,0,mM,VIPdeltaRecA,0.881
10,rep2,Cd,0,mM,VIPdeltaRecA,0.853
10,rep3,Cd,0,mM,VIPdeltaRecA,0.874
10.33333333,rep1,Cd,0,mM,VIPdeltaRecA,0.893
10.33333333,rep2,Cd,0,mM,VIPdeltaRecA,0.855
10.33333333,rep3,Cd,0,mM,VIPdeltaRecA,0.884
10.66666667,rep1,Cd,0,mM,VIPdeltaRecA,0.898
10.66666667,rep2,Cd,0,mM,VIPdeltaRecA,0.852
10.66666667,rep3,Cd,0,mM,VIPdeltaRecA,0.899
11,rep1,Cd,0,mM,VIPdeltaRecA,0.904
11,rep2,Cd,0,mM,VIPdeltaRecA,0.848
11,rep3,Cd,0,mM,VIPdeltaRecA,0.91
11.33333333,rep1,Cd,0,mM,VIPdeltaRecA,0.906
11.33333333,rep2,Cd,0,mM,VIPdeltaRecA,0.845
11.33333333,rep3,Cd,0,mM,VIPdeltaRecA,0.918
11.66666667,rep1,Cd,0,mM,VIPdeltaRecA,0.904
11.66666667,rep2,Cd,0,mM,VIPdeltaRecA,0.842
11.66666667,rep3,Cd,0,mM,VIPdeltaRecA,0.924
12,rep1,Cd,0,mM,VIPdeltaRecA,0.897
12,rep2,Cd,0,mM,VIPdeltaRecA,0.834
12,rep3,Cd,0,mM,VIPdeltaRecA,0.932
12.33333333,rep1,Cd,0,mM,VIPdeltaRecA,0.894
12.33333333,rep2,Cd,0,mM,VIPdeltaRecA,0.836
12.33333333,rep3,Cd,0,mM,VIPdeltaRecA,0.935
12.66666667,rep1,Cd,0,mM,VIPdeltaRecA,0.891
12.66666667,rep2,Cd,0,mM,VIPdeltaRecA,0.833
12.66666667,rep3,Cd,0,mM,VIPdeltaRecA,0.937
13,rep1,Cd,0,mM,VIPdeltaRecA,0.883
13,rep2,Cd,0,mM,VIPdeltaRecA,0.833
13,rep3,Cd,0,mM,VIPdeltaRecA,0.934
13.33333333,rep1,Cd,0,mM,VIPdeltaRecA,0.876
13.33333333,rep2,Cd,0,mM,VIPdeltaRecA,0.835
13.33333333,rep3,Cd,0,mM,VIPdeltaRecA,0.935
13.66666667,rep1,Cd,0,mM,VIPdeltaRecA,0.871
13.66666667,rep2,Cd,0,mM,VIPdeltaRecA,0.834
13.66666667,rep3,Cd,0,mM,VIPdeltaRecA,0.937
14,rep1,Cd,0,mM,VIPdeltaRecA,0.863
14,rep2,Cd,0,mM,VIPdeltaRecA,0.835
14,rep3,Cd,0,mM,VIPdeltaRecA,0.935
14.33333333,rep1,Cd,0,mM,VIPdeltaRecA,0.857
14.33333333,rep2,Cd,0,mM,VIPdeltaRecA,0.837
14.33333333,rep3,Cd,0,mM,VIPdeltaRecA,0.931
14.66666667,rep1,Cd,0,mM,VIPdeltaRecA,0.851
14.66666667,rep2,Cd,0,mM,VIPdeltaRecA,0.836
14.66666667,rep3,Cd,0,mM,VIPdeltaRecA,0.928
15,rep1,Cd,0,mM,VIPdeltaRecA,0.846
15,rep2,Cd,0,mM,VIPdeltaRecA,0.838
15,rep3,Cd,0,mM,VIPdeltaRecA,0.927
15.33333333,rep1,Cd,0,mM,VIPdeltaRecA,0.843
15.33333333,rep2,Cd,0,mM,VIPdeltaRecA,0.839
15.33333333,rep3,Cd,0,mM,VIPdeltaRecA,0.926
15.66666667,rep1,Cd,0,mM,VIPdeltaRecA,0.838
15.66666667,rep2,Cd,0,mM,VIPdeltaRecA,0.839
15.66666667,rep3,Cd,0,mM,VIPdeltaRecA,0.925
16,rep1,Cd,0,mM,VIPdeltaRecA,0.836
16,rep2,Cd,0,mM,VIPdeltaRecA,0.843
16,rep3,Cd,0,mM,VIPdeltaRecA,0.919
16.33333333,rep1,Cd,0,mM,VIPdeltaRecA,0.831
16.33333333,rep2,Cd,0,mM,VIPdeltaRecA,0.845
16.33333333,rep3,Cd,0,mM,VIPdeltaRecA,0.917
16.66666667,rep1,Cd,0,mM,VIPdeltaRecA,0.83
16.66666667,rep2,Cd,0,mM,VIPdeltaRecA,0.852
16.66666667,rep3,Cd,0,mM,VIPdeltaRecA,0.913
17,rep1,Cd,0,mM,VIPdeltaRecA,0.825
17,rep2,Cd,0,mM,VIPdeltaRecA,0.851
17,rep3,Cd,0,mM,VIPdeltaRecA,0.909
17.33333333,rep1,Cd,0,mM,VIPdeltaRecA,0.823
17.33333333,rep2,Cd,0,mM,VIPdeltaRecA,0.86
17.33333333,rep3,Cd,0,mM,VIPdeltaRecA,0.906
17.66666667,rep1,Cd,0,mM,VIPdeltaRecA,0.818
17.66666667,rep2,Cd,0,mM,VIPdeltaRecA,0.862
17.66666667,rep3,Cd,0,mM,VIPdeltaRecA,0.903
18,rep1,Cd,0,mM,VIPdeltaRecA,0.816
18,rep2,Cd,0,mM,VIPdeltaRecA,0.863
18,rep3,Cd,0,mM,VIPdeltaRecA,0.9
18.33333333,rep1,Cd,0,mM,VIPdeltaRecA,0.814
18.33333333,rep2,Cd,0,mM,VIPdeltaRecA,0.866
18.33333333,rep3,Cd,0,mM,VIPdeltaRecA,0.898
18.66666667,rep1,Cd,0,mM,VIPdeltaRecA,0.81
18.66666667,rep2,Cd,0,mM,VIPdeltaRecA,0.869
18.66666667,rep3,Cd,0,mM,VIPdeltaRecA,0.898
19,rep1,Cd,0,mM,VIPdeltaRecA,0.808
19,rep2,Cd,0,mM,VIPdeltaRecA,0.865
19,rep3,Cd,0,mM,VIPdeltaRecA,0.894
19.33333333,rep1,Cd,0,mM,VIPdeltaRecA,0.806
19.33333333,rep2,Cd,0,mM,VIPdeltaRecA,0.872
19.33333333,rep3,Cd,0,mM,VIPdeltaRecA,0.891
19.66666667,rep1,Cd,0,mM,VIPdeltaRecA,0.802
19.66666667,rep2,Cd,0,mM,VIPdeltaRecA,0.87
19.66666667,rep3,Cd,0,mM,VIPdeltaRecA,0.89
20,rep1,Cd,0,mM,VIPdeltaRecA,0.802
20,rep2,Cd,0,mM,VIPdeltaRecA,0.874
20,rep3,Cd,0,mM,VIPdeltaRecA,0.887
0,rep1,AMP,0,ug/mL,VIP205,0.085
0,rep2,AMP,0,ug/mL,VIP205,0.086
0,rep3,AMP,0,ug/mL,VIP205,0.085
0.3333333333,rep1,AMP,0,ug/mL,VIP205,0.087
0.3333333333,rep2,AMP,0,ug/mL,VIP205,0.089
0.3333333333,rep3,AMP,0,ug/mL,VIP205,0.087
0.6666666667,rep1,AMP,0,ug/mL,VIP205,0.096
0.6666666667,rep2,AMP,0,ug/mL,VIP205,0.099
0.6666666667,rep3,AMP,0,ug/mL,VIP205,0.096
1,rep1,AMP,0,ug/mL,VIP205,0.104
1,rep2,AMP,0,ug/mL,VIP205,0.107
1,rep3,AMP,0,ug/mL,VIP205,0.107
1.333333333,rep1,AMP,0,ug/mL,VIP205,0.115
1.333333333,rep2,AMP,0,ug/mL,VIP205,0.12
1.333333333,rep3,AMP,0,ug/mL,VIP205,0.114
1.666666667,rep1,AMP,0,ug/mL,VIP205,0.122
1.666666667,rep2,AMP,0,ug/mL,VIP205,0.125
1.666666667,rep3,AMP,0,ug/mL,VIP205,0.124
2,rep1,AMP,0,ug/mL,VIP205,0.145
2,rep2,AMP,0,ug/mL,VIP205,0.154
2,rep3,AMP,0,ug/mL,VIP205,0.149
2.333333333,rep1,AMP,0,ug/mL,VIP205,0.185
2.333333333,rep2,AMP,0,ug/mL,VIP205,0.201
2.333333333,rep3,AMP,0,ug/mL,VIP205,0.192
2.666666667,rep1,AMP,0,ug/mL,VIP205,0.234
2.666666667,rep2,AMP,0,ug/mL,VIP205,0.25
2.666666667,rep3,AMP,0,ug/mL,VIP205,0.245
3,rep1,AMP,0,ug/mL,VIP205,0.289
3,rep2,AMP,0,ug/mL,VIP205,0.324
3,rep3,AMP,0,ug/mL,VIP205,0.326
3.333333333,rep1,AMP,0,ug/mL,VIP205,0.339
3.333333333,rep2,AMP,0,ug/mL,VIP205,0.373
3.333333333,rep3,AMP,0,ug/mL,VIP205,0.37
3.666666667,rep1,AMP,0,ug/mL,VIP205,0.417
3.666666667,rep2,AMP,0,ug/mL,VIP205,0.451
3.666666667,rep3,AMP,0,ug/mL,VIP205,0.437
4,rep1,AMP,0,ug/mL,VIP205,0.501
4,rep2,AMP,0,ug/mL,VIP205,0.53
4,rep3,AMP,0,ug/mL,VIP205,0.51
4.333333333,rep1,AMP,0,ug/mL,VIP205,0.609
4.333333333,rep2,AMP,0,ug/mL,VIP205,0.643
4.333333333,rep3,AMP,0,ug/mL,VIP205,0.599
4.666666667,rep1,AMP,0,ug/mL,VIP205,0.674
4.666666667,rep2,AMP,0,ug/mL,VIP205,0.746
4.666666667,rep3,AMP,0,ug/mL,VIP205,0.63
5,rep1,AMP,0,ug/mL,VIP205,0.731
5,rep2,AMP,0,ug/mL,VIP205,0.697
5,rep3,AMP,0,ug/mL,VIP205,0.639
5.333333333,rep1,AMP,0,ug/mL,VIP205,0.698
5.333333333,rep2,AMP,0,ug/mL,VIP205,0.713
5.333333333,rep3,AMP,0,ug/mL,VIP205,0.604
5.666666667,rep1,AMP,0,ug/mL,VIP205,0.741
5.666666667,rep2,AMP,0,ug/mL,VIP205,0.724
5.666666667,rep3,AMP,0,ug/mL,VIP205,0.612
6,rep1,AMP,0,ug/mL,VIP205,0.794
6,rep2,AMP,0,ug/mL,VIP205,0.768
6,rep3,AMP,0,ug/mL,VIP205,0.646
6.333333333,rep1,AMP,0,ug/mL,VIP205,0.822
6.333333333,rep2,AMP,0,ug/mL,VIP205,0.794
6.333333333,rep3,AMP,0,ug/mL,VIP205,0.667
6.666666667,rep1,AMP,0,ug/mL,VIP205,0.84
6.666666667,rep2,AMP,0,ug/mL,VIP205,0.817
6.666666667,rep3,AMP,0,ug/mL,VIP205,0.687
7,rep1,AMP,0,ug/mL,VIP205,0.853
7,rep2,AMP,0,ug/mL,VIP205,0.826
7,rep3,AMP,0,ug/mL,VIP205,0.702
7.333333333,rep1,AMP,0,ug/mL,VIP205,0.869
7.333333333,rep2,AMP,0,ug/mL,VIP205,0.835
7.333333333,rep3,AMP,0,ug/mL,VIP205,0.717
7.666666667,rep1,AMP,0,ug/mL,VIP205,0.879
7.666666667,rep2,AMP,0,ug/mL,VIP205,0.844
7.666666667,rep3,AMP,0,ug/mL,VIP205,0.728
8,rep1,AMP,0,ug/mL,VIP205,0.887
8,rep2,AMP,0,ug/mL,VIP205,0.85
8,rep3,AMP,0,ug/mL,VIP205,0.741
8.333333333,rep1,AMP,0,ug/mL,VIP205,0.886
8.333333333,rep2,AMP,0,ug/mL,VIP205,0.856
8.333333333,rep3,AMP,0,ug/mL,VIP205,0.744
8.666666667,rep1,AMP,0,ug/mL,VIP205,0.889
8.666666667,rep2,AMP,0,ug/mL,VIP205,0.859
8.666666667,rep3,AMP,0,ug/mL,VIP205,0.751
9,rep1,AMP,0,ug/mL,VIP205,0.89
9,rep2,AMP,0,ug/mL,VIP205,0.861
9,rep3,AMP,0,ug/mL,VIP205,0.756
9.333333333,rep1,AMP,0,ug/mL,VIP205,0.89
9.333333333,rep2,AMP,0,ug/mL,VIP205,0.863
9.333333333,rep3,AMP,0,ug/mL,VIP205,0.761
9.666666667,rep1,AMP,0,ug/mL,VIP205,0.889
9.666666667,rep2,AMP,0,ug/mL,VIP205,0.866
9.666666667,rep3,AMP,0,ug/mL,VIP205,0.765
10,rep1,AMP,0,ug/mL,VIP205,0.893
10,rep2,AMP,0,ug/mL,VIP205,0.867
10,rep3,AMP,0,ug/mL,VIP205,0.768
10.33333333,rep1,AMP,0,ug/mL,VIP205,0.893
10.33333333,rep2,AMP,0,ug/mL,VIP205,0.869
10.33333333,rep3,AMP,0,ug/mL,VIP205,0.768
10.66666667,rep1,AMP,0,ug/mL,VIP205,0.891
10.66666667,rep2,AMP,0,ug/mL,VIP205,0.872
10.66666667,rep3,AMP,0,ug/mL,VIP205,0.773
11,rep1,AMP,0,ug/mL,VIP205,0.894
11,rep2,AMP,0,ug/mL,VIP205,0.874
11,rep3,AMP,0,ug/mL,VIP205,0.774
11.33333333,rep1,AMP,0,ug/mL,VIP205,0.892
11.33333333,rep2,AMP,0,ug/mL,VIP205,0.876
11.33333333,rep3,AMP,0,ug/mL,VIP205,0.779
11.66666667,rep1,AMP,0,ug/mL,VIP205,0.895
11.66666667,rep2,AMP,0,ug/mL,VIP205,0.878
11.66666667,rep3,AMP,0,ug/mL,VIP205,0.78
12,rep1,AMP,0,ug/mL,VIP205,0.895
12,rep2,AMP,0,ug/mL,VIP205,0.879
12,rep3,AMP,0,ug/mL,VIP205,0.783
12.33333333,rep1,AMP,0,ug/mL,VIP205,0.895
12.33333333,rep2,AMP,0,ug/mL,VIP205,0.881
12.33333333,rep3,AMP,0,ug/mL,VIP205,0.785
12.66666667,rep1,AMP,0,ug/mL,VIP205,0.896
12.66666667,rep2,AMP,0,ug/mL,VIP205,0.883
12.66666667,rep3,AMP,0,ug/mL,VIP205,0.789
13,rep1,AMP,0,ug/mL,VIP205,0.896
13,rep2,AMP,0,ug/mL,VIP205,0.884
13,rep3,AMP,0,ug/mL,VIP205,0.791
13.33333333,rep1,AMP,0,ug/mL,VIP205,0.897
13.33333333,rep2,AMP,0,ug/mL,VIP205,0.886
13.33333333,rep3,AMP,0,ug/mL,VIP205,0.792
13.66666667,rep1,AMP,0,ug/mL,VIP205,0.894
13.66666667,rep2,AMP,0,ug/mL,VIP205,0.888
13.66666667,rep3,AMP,0,ug/mL,VIP205,0.794
14,rep1,AMP,0,ug/mL,VIP205,0.896
14,rep2,AMP,0,ug/mL,VIP205,0.889
14,rep3,AMP,0,ug/mL,VIP205,0.796
14.33333333,rep1,AMP,0,ug/mL,VIP205,0.896
14.33333333,rep2,AMP,0,ug/mL,VIP205,0.891
14.33333333,rep3,AMP,0,ug/mL,VIP205,0.798
14.66666667,rep1,AMP,0,ug/mL,VIP205,0.894
14.66666667,rep2,AMP,0,ug/mL,VIP205,0.893
14.66666667,rep3,AMP,0,ug/mL,VIP205,0.799
15,rep1,AMP,0,ug/mL,VIP205,0.896
15,rep2,AMP,0,ug/mL,VIP205,0.895
15,rep3,AMP,0,ug/mL,VIP205,0.801
15.33333333,rep1,AMP,0,ug/mL,VIP205,0.895
15.33333333,rep2,AMP,0,ug/mL,VIP205,0.896
15.33333333,rep3,AMP,0,ug/mL,VIP205,0.803
15.66666667,rep1,AMP,0,ug/mL,VIP205,0.895
15.66666667,rep2,AMP,0,ug/mL,VIP205,0.897
15.66666667,rep3,AMP,0,ug/mL,VIP205,0.805
16,rep1,AMP,0,ug/mL,VIP205,0.896
16,rep2,AMP,0,ug/mL,VIP205,0.899
16,rep3,AMP,0,ug/mL,VIP205,0.807
16.33333333,rep1,AMP,0,ug/mL,VIP205,0.896
16.33333333,rep2,AMP,0,ug/mL,VIP205,0.901
16.33333333,rep3,AMP,0,ug/mL,VIP205,0.808
16.66666667,rep1,AMP,0,ug/mL,VIP205,0.896
16.66666667,rep2,AMP,0,ug/mL,VIP205,0.902
16.66666667,rep3,AMP,0,ug/mL,VIP205,0.81
17,rep1,AMP,0,ug/mL,VIP205,0.896
17,rep2,AMP,0,ug/mL,VIP205,0.904
17,rep3,AMP,0,ug/mL,VIP205,0.812
17.33333333,rep1,AMP,0,ug/mL,VIP205,0.896
17.33333333,rep2,AMP,0,ug/mL,VIP205,0.905
17.33333333,rep3,AMP,0,ug/mL,VIP205,0.814
17.66666667,rep1,AMP,0,ug/mL,VIP205,0.896
17.66666667,rep2,AMP,0,ug/mL,VIP205,0.906
17.66666667,rep3,AMP,0,ug/mL,VIP205,0.815
18,rep1,AMP,0,ug/mL,VIP205,0.896
18,rep2,AMP,0,ug/mL,VIP205,0.908
18,rep3,AMP,0,ug/mL,VIP205,0.817
18.33333333,rep1,AMP,0,ug/mL,VIP205,0.896
18.33333333,rep2,AMP,0,ug/mL,VIP205,0.909
18.33333333,rep3,AMP,0,ug/mL,VIP205,0.817
18.66666667,rep1,AMP,0,ug/mL,VIP205,0.896
18.66666667,rep2,AMP,0,ug/mL,VIP205,0.911
18.66666667,rep3,AMP,0,ug/mL,VIP205,0.819
19,rep1,AMP,0,ug/mL,VIP205,0.896
19,rep2,AMP,0,ug/mL,VIP205,0.913
19,rep3,AMP,0,ug/mL,VIP205,0.82
19.33333333,rep1,AMP,0,ug/mL,VIP205,0.897
19.33333333,rep2,AMP,0,ug/mL,VIP205,0.914
19.33333333,rep3,AMP,0,ug/mL,VIP205,0.821
19.66666667,rep1,AMP,0,ug/mL,VIP205,0.896
19.66666667,rep2,AMP,0,ug/mL,VIP205,0.915
19.66666667,rep3,AMP,0,ug/mL,VIP205,0.822
20,rep1,AMP,0,ug/mL,VIP205,0.896
20,rep2,AMP,0,ug/mL,VIP205,0.917
20,rep3,AMP,0,ug/mL,VIP205,0.824
0,rep1,Cd,0,mM,VIP205,0.084
0,rep2,Cd,0,mM,VIP205,0.088
0,rep3,Cd,0,mM,VIP205,0.087
0.3333333333,rep1,Cd,0,mM,VIP205,0.088
0.3333333333,rep2,Cd,0,mM,VIP205,0.094
0.3333333333,rep3,Cd,0,mM,VIP205,0.094
0.6666666667,rep1,Cd,0,mM,VIP205,0.097
0.6666666667,rep2,Cd,0,mM,VIP205,0.106
0.6666666667,rep3,Cd,0,mM,VIP205,0.104
1,rep1,Cd,0,mM,VIP205,0.105
1,rep2,Cd,0,mM,VIP205,0.115
1,rep3,Cd,0,mM,VIP205,0.112
1.333333333,rep1,Cd,0,mM,VIP205,0.114
1.333333333,rep2,Cd,0,mM,VIP205,0.126
1.333333333,rep3,Cd,0,mM,VIP205,0.116
1.666666667,rep1,Cd,0,mM,VIP205,0.121
1.666666667,rep2,Cd,0,mM,VIP205,0.137
1.666666667,rep3,Cd,0,mM,VIP205,0.135
2,rep1,Cd,0,mM,VIP205,0.15
2,rep2,Cd,0,mM,VIP205,0.176
2,rep3,Cd,0,mM,VIP205,0.169
2.333333333,rep1,Cd,0,mM,VIP205,0.204
2.333333333,rep2,Cd,0,mM,VIP205,0.234
2.333333333,rep3,Cd,0,mM,VIP205,0.221
2.666666667,rep1,Cd,0,mM,VIP205,0.247
2.666666667,rep2,Cd,0,mM,VIP205,0.288
2.666666667,rep3,Cd,0,mM,VIP205,0.281
3,rep1,Cd,0,mM,VIP205,0.335
3,rep2,Cd,0,mM,VIP205,0.363
3,rep3,Cd,0,mM,VIP205,0.349
3.333333333,rep1,Cd,0,mM,VIP205,0.388
3.333333333,rep2,Cd,0,mM,VIP205,0.427
3.333333333,rep3,Cd,0,mM,VIP205,0.419
3.666666667,rep1,Cd,0,mM,VIP205,0.47
3.666666667,rep2,Cd,0,mM,VIP205,0.512
3.666666667,rep3,Cd,0,mM,VIP205,0.509
4,rep1,Cd,0,mM,VIP205,0.554
4,rep2,Cd,0,mM,VIP205,0.64
4,rep3,Cd,0,mM,VIP205,0.652
4.333333333,rep1,Cd,0,mM,VIP205,0.642
4.333333333,rep2,Cd,0,mM,VIP205,0.703
4.333333333,rep3,Cd,0,mM,VIP205,0.661
4.666666667,rep1,Cd,0,mM,VIP205,0.669
4.666666667,rep2,Cd,0,mM,VIP205,0.673
4.666666667,rep3,Cd,0,mM,VIP205,0.634
5,rep1,Cd,0,mM,VIP205,0.674
5,rep2,Cd,0,mM,VIP205,0.636
5,rep3,Cd,0,mM,VIP205,0.625
5.333333333,rep1,Cd,0,mM,VIP205,0.688
5.333333333,rep2,Cd,0,mM,VIP205,0.644
5.333333333,rep3,Cd,0,mM,VIP205,0.643
5.666666667,rep1,Cd,0,mM,VIP205,0.695
